% Monthly averaged 12data for station MLO       
%
% /data/instrument/database_active/curves/mlot.mon                                                
%
% Date   - Date of measurement
% Value  - Averaged measured concentration, ppm
%          Zero value indicates no data available
% SsnDtr - Averaged measured value with fitted seasonal cycle removed
% Fit    - Average determined from curve fit
% FitDtr - Average from curve fit with seasonal cycle removed
% Num    - Number of averages used in the monthly mean calculation
%
%    Date      Value     SsnDtr        Fit     FitDtr  Num
1991.0411   -90.4936   -87.5780   -79.3916   -76.4759    1
1991.1260     0.0000     0.0000   -82.5810   -76.2880    0
1991.2027     0.0000     0.0000   -84.1570   -76.1371    0
1991.2877   -77.7860   -70.6875   -83.1135   -76.0150    2
1991.3699   -73.5903   -70.1659   -79.3805   -75.9562    3
1991.4548   -88.6729   -90.1829   -74.4437   -75.9537    1
1991.5370   -73.9453   -79.1601   -70.7699   -75.9847    2
1991.6219     0.0000     0.0000   -69.3476   -76.0345    0
1991.7068     0.0000     0.0000   -70.0141   -76.1108    0
1991.7890     0.0000     0.0000   -71.6118   -76.2182    0
1991.8740   -72.4857   -75.2086   -73.6495   -76.3724    2
1991.9562   -78.4977   -78.8509   -76.2168   -76.5700    2
1992.0410   -78.5208   -75.6099   -79.7402   -76.8292    3
1992.1257   -76.2234   -69.9421   -83.4376   -77.1564    2
1992.2049   -93.3906   -85.3537   -85.5712   -77.5343    1
1992.2896   -85.4680   -78.4287   -85.0447   -78.0054    1
1992.3716   -80.0350   -76.7071   -81.8448   -78.5169    2
1992.4563   -79.6351   -81.2275   -77.5070   -79.0993    1
1992.5383     0.0000     0.0000   -74.4485   -79.7039    0
1992.6230     0.0000     0.0000   -73.6677   -80.3578    0
1992.7077     0.0000     0.0000   -74.9439   -81.0288    0
1992.7896   -84.5680   -89.1627   -77.0881   -81.6828    3
1992.8743   -84.5693   -87.2838   -79.6529   -82.3674    1
1992.9563   -71.5442   -71.8934   -82.7238   -83.0730    1
1993.0411   -86.5309   -83.6153   -86.8114   -83.8957    2
1993.1260   -83.4575   -77.1646   -91.1466   -84.8536    1
1993.2027   -91.5164   -83.4966   -93.8715   -85.8516    2
1993.2877   -81.3876   -74.2891   -94.2080   -87.1095    2
1993.3699   -96.6837   -93.2593   -91.8963   -88.4719    2
1993.4548   -85.2247   -86.7347   -88.4771   -89.9871    2
1993.5370     0.0000     0.0000   -86.2981   -91.5129    0
1993.6219   -86.3956   -93.0825   -86.4127   -93.0996    2
1993.7068   -90.9620   -97.0587   -88.5429   -94.6396    2
1993.7890  -100.3139  -104.9204   -91.4285   -96.0349    3
1993.8740  -101.1478  -103.8707   -94.6253   -97.3483    1
1993.9562   -97.1414   -97.4946   -98.1456   -98.4988    1
1994.0411  -101.1733   -98.2576  -102.5029   -99.5873    2
1994.1260  -104.4520   -98.1590  -106.8933  -100.6003    2
1994.2027  -107.7967   -99.7769  -109.4866  -101.4668    2
1994.2877  -109.1319  -102.0333  -109.4803  -102.3817    3
1994.3699  -105.8040  -102.3796  -106.6482  -103.2238    2
1994.4548  -102.7283  -104.2383  -102.5389  -104.0489    2
1994.5370   -96.0681  -101.2830   -99.5858  -104.8007    2
1994.6219   -99.4245  -106.1115   -98.8355  -105.5224    2
1994.7068  -101.2864  -107.3831  -100.0768  -106.1735    3
1994.7890  -101.0085  -105.6149  -102.1166  -106.7230    2
1994.8740  -107.8817  -110.6046  -104.4746  -107.1976    1
1994.9562  -111.7444  -112.0976  -107.2058  -107.5591    3
1995.0411  -115.0643  -112.1486  -110.7501  -107.8345    2
1995.1260  -115.5241  -109.2312  -114.3264  -108.0334    2
1995.2027  -113.5988  -105.5790  -116.2011  -108.1812    2
1995.2877  -116.5950  -109.4965  -115.4536  -108.3551    2
1995.3699  -108.9877  -105.5634  -112.0030  -108.5786    2
1995.4548  -103.3242  -104.8342  -107.3985  -108.9085    3
1995.5370  -103.8446  -109.0595  -104.1350  -109.3499    2
1995.6219  -108.2347  -114.9216  -103.2550  -109.9420    2
1995.7068  -105.0165  -111.1132  -104.5841  -110.6808    2
1995.7890  -106.3786  -110.9850  -106.9504  -111.5569    2
1995.8740  -102.0891  -104.8121  -109.9333  -112.6562    2
1995.9562  -108.3946  -108.7479  -113.5698  -113.9230    2
1996.0410  -122.2270  -119.3160  -118.3345  -115.4235    1
1996.1257  -120.5772  -114.2960  -123.3663  -117.0851    1
1996.2049  -123.9061  -115.8692  -126.7961  -118.7592    2
1996.2896  -125.4979  -118.4585  -127.6852  -120.6459    2
1996.3716  -127.3228  -123.9949  -125.8581  -122.5301    2
1996.4563  -125.8799  -127.4723  -122.8945  -124.4869    2
1996.5383  -125.8730  -131.1284  -121.0921  -126.3475    2
1996.6230  -115.6566  -122.3468  -121.5151  -128.2052    2
1996.7077  -116.3494  -122.4343  -123.8872  -129.9722    2
1996.7896  -135.9073  -140.5019  -126.9572  -131.5519    2
1996.8743  -134.8860  -137.6004  -130.2759  -132.9903    2
